1000 4981
107 775 101
107 962 272
108 18 -479
108 275 659
108 460 342
108 616 566
109 495 526
109 589 345
110 456 -164
110 554 951
110 858 218
111 435 978
111 739 104
111 785 585
111 826 -117
112 432 697
112 598 461
112 635 826
112 657 558
112 837 171
113 100 844
113 191 480
113 225 860
113 288 6
113 479 309
113 709 54
114 6 684
114 203 506
114 351 -29
114 615 -29
114 617 896
115 15 444
115 98 -407
115 830 252
116 816 77
116 877 460
116 954 813
117 13 640
117 213 436
117 647 516
117 726 705
118 96 -423
118 214 664
118 594 33
118 622 418
119 1 697
119 179 291
119 543 224
119 663 537
119 673 300
119 838 -100
120 29 12
120 329 147
120 442 -34
120 699 960
120 942 571
121 245 1000
121 302 135
121 306 910
121 461 986
121 535 -355
122 89 624
122 241 766
122 726 111
122 886 788
123 149 -15
123 204 964
123 251 866
123 261 795
123 379 253
123 384 692
123 446 572
123 552 379
123 866 930
123 869 721
123 935 48
124 66 875
124 355 87
124 491 440
124 689 503
124 699 376
125 29 629
125 209 -127
125 376 758
125 794 954
125 825 204
126 20 453
126 227 -62
126 504 735
127 306 876
127 605 673
127 650 792
127 714 562
127 775 529
127 801 -416
127 858 371
128 493 973
128 646 4
128 651 694
128 708 212
128 855 629
129 78 109
129 424 897
129 526 897
129 609 -403
129 730 895
129 794 284
130 372 -310
130 578 632
130 766 910
130 999 -193
131 120 266
131 202 195
131 278 -178
131 369 812
131 743 494
131 866 986
132 7 571
132 40 49
132 81 477
132 571 910
132 587 940
132 850 499
132 981 999
133 18 850
133 70 620
133 159 421
133 559 336
134 204 598
134 495 439
134 504 -240
134 828 354
134 913 661
134 938 968
134 991 567
135 17 737
135 134 455
135 205 252
135 279 139
135 762 793
135 791 577
136 428 362
136 444 705
136 751 144
136 967 976
137 15 337
137 175 102
137 580 -337
137 745 934
137 790 121
138 13 835
138 242 12
138 276 582
138 313 21
138 549 994
138 582 210
138 607 431
138 931 747
139 74 327
139 148 450
139 209 744
139 283 -170
139 578 -421
139 681 531
140 55 319
140 211 -120
140 332 981
140 413 518
140 446 233
140 739 518
140 950 806
141 227 313
141 516 450
141 695 240
141 830 8
142 823 407
143 84 397
143 140 179
143 215 511
143 250 -264
143 448 650
143 857 996
144 79 386
144 122 502
144 161 3
144 437 228
144 507 802
144 718 159
144 812 959
144 895 493
144 971 -107
145 271 92
145 408 73
145 678 90
145 820 763
146 192 353
146 410 33
146 764 891
147 291 960
147 460 386
147 531 810
147 840 47
147 911 822
147 990 364
148 56 797
148 128 552
148 612 540
148 791 483
148 952 718
149 15 926
149 186 760
149 500 454
149 502 6
149 519 14
149 874 346
150 127 780
150 308 799
150 409 300
150 785 644
151 105 913
151 188 354
151 797 804
152 91 99
152 112 864
152 170 846
152 513 352
152 557 94
152 572 649
152 592 557
152 649 34
152 753 526
154 266 212
154 354 340
154 389 743
154 575 904
154 665 -254
154 669 -297
154 871 407
154 945 -39
154 994 831
155 528 795
156 152 882
156 338 216
157 229 905
157 432 146
158 64 844
158 163 376
158 307 341
158 830 239
159 276 822
159 307 789
159 771 82
159 877 355
160 13 469
160 452 99
160 801 -356
161 25 -55
161 496 916
161 703 793
161 886 -172
162 28 581
162 336 851
162 669 801
162 977 832
163 456 259
164 451 528
164 674 829
164 720 902
165 401 339
165 698 185
166 508 655
166 791 143
166 969 87
167 129 452
167 377 777
167 986 928
168 11 472
168 138 118
168 369 220
168 532 295
168 585 10
168 596 116
168 955 658
169 59 953
169 128 817
169 154 342
169 753 786
169 791 852
169 873 184
170 232 86
170 364 113
170 448 768
170 704 818
170 769 666
170 874 554
170 881 -267
170 954 -451
171 303 785
171 351 497
171 668 164
171 678 612
172 640 699
172 665 933
173 710 892
173 791 -335
173 990 789
174 1 940
174 154 77
174 249 453
174 269 346
174 494 -188
174 679 -249
174 834 -358
175 152 458
175 245 -86
175 297 641
175 374 282
175 517 241
175 963 613
175 991 667
176 41 707
176 64 421
176 474 -393
176 684 387
176 926 -376
176 995 891
177 44 877
177 438 875
177 477 544
177 866 13
177 917 806
177 932 173
178 261 872
178 399 474
178 599 118
178 832 12
178 872 279
178 964 906
179 437 450
179 486 541
179 535 871
179 584 647
179 722 690
179 740 831
179 859 264
179 885 663
180 125 219
180 177 35
180 280 248
180 291 901
180 575 78
180 656 261
180 672 731
180 890 -109
180 951 519
181 431 733
181 492 704
181 725 361
181 841 882
182 103 410
182 260 -174
182 510 297
182 551 126
182 562 254
182 571 785
183 447 366
183 583 665
183 584 5
183 799 -63
183 839 198
183 851 -101
183 878 249
184 34 683
184 35 566
184 152 621
184 281 508
184 525 -434
184 586 833
184 640 881
184 660 905
185 305 706
185 466 153
185 962 623
186 88 609
186 391 102
186 419 143
186 662 298
186 739 10
186 876 607
187 56 953
187 88 797
187 310 548
187 341 -253
187 674 395
187 689 248
187 769 196
188 169 -24
188 409 955
188 525 668
188 748 571
188 935 506
188 941 815
189 131 64
189 462 279
189 613 874
189 905 998
189 912 926
190 251 912
190 277 -499
190 423 150
190 710 280
190 779 543
191 162 13
191 286 35
191 315 881
191 415 931
191 489 897
191 773 359
191 970 613
192 518 842
192 621 569
192 845 826
192 847 465
192 956 -444
192 961 -333
193 74 4
193 219 248
193 251 424
193 323 765
193 367 369
193 681 -76
194 182 130
194 575 268
194 619 384
195 378 71
196 629 623
196 784 927
196 937 -312
197 59 464
197 77 11
197 179 806
197 220 550
197 472 432
197 477 278
197 939 173
197 960 -361
198 357 948
198 972 288
199 88 805
199 370 690
199 702 490
199 803 25
199 850 969
200 393 188
200 496 -272
201 180 -383
201 704 179
201 760 0
201 844 393
201 905 191
202 82 127
202 151 770
202 155 889
202 172 297
202 197 818
202 324 -49
202 342 491
202 425 760
202 597 453
202 894 231
202 896 20
203 280 711
203 319 262
203 633 56
203 664 440
203 728 463
204 462 206
204 609 757
204 719 513
204 931 4
205 294 606
205 381 33
205 444 203
206 252 680
206 786 789
207 9 242
207 453 226
207 726 898
208 58 486
208 127 192
208 148 346
208 732 237
208 759 691
208 793 669
209 256 209
209 368 674
209 414 439
209 763 219
209 800 680
210 32 133
210 42 861
210 274 179
210 574 118
210 800 542
210 910 652
211 180 747
211 923 381
212 528 25
212 609 253
212 717 376
212 853 541
212 919 277
213 2 942
213 29 879
213 198 630
213 725 964
213 727 87
213 809 379
213 843 153
213 875 401
214 467 -61
214 505 483
214 911 319
215 9 338
215 415 738
215 998 527
216 538 703
216 643 306
216 708 910
217 619 300
217 847 -387
218 3 438
218 196 276
218 250 426
218 286 796
218 489 427
218 546 293
218 703 685
218 954 200
219 107 924
219 260 396
219 264 288
219 861 999
220 121 335
220 462 377
220 607 832
220 622 280
220 675 419
220 803 363
220 986 771
221 208 570
221 427 797
221 559 399
221 649 770
221 877 977
221 901 327
222 44 188
222 129 841
222 217 40
222 347 -422
223 530 26
223 682 827
223 747 953
224 13 336
224 33 -58
224 180 722
224 223 655
224 395 353
224 635 -491
224 702 542
224 849 185
225 218 219
225 228 960
225 469 33
225 621 953
225 820 948
226 222 402
226 383 748
226 711 84
226 747 19
226 873 832
226 914 -270
227 30 161
227 168 398
227 467 975
227 479 364
227 487 152
227 522 562
227 934 753
228 106 957
228 653 640
228 726 795
228 870 282
228 893 67
229 34 336
229 898 993
229 910 664
230 296 784
230 312 442
230 373 -213
230 657 749
230 674 412
230 897 466
231 263 245
231 398 610
231 524 -248
231 597 192
232 946 934
233 498 244
233 519 348
233 705 617
233 739 203
233 746 385
233 983 211
234 84 150
234 143 534
234 264 776
235 770 32
235 780 391
235 915 228
236 486 523
236 652 899
236 748 148
236 922 44
236 975 949
237 62 249
237 124 787
237 198 -134
237 214 18
237 292 831
237 885 909
238 424 512
238 637 566
238 692 845
238 777 271
239 127 329
239 394 409
239 481 399
239 742 686
239 881 -152
239 890 121
240 55 72
240 223 941
240 717 71
240 955 -435
240 982 633
241 292 -62
241 538 166
241 616 221
241 641 23
241 805 479
241 824 891
242 2 579
242 108 332
242 262 505
242 314 -346
242 325 548
242 815 787
242 853 307
242 960 529
243 107 574
243 189 -121
243 682 378
243 717 427
244 266 285
244 283 597
244 428 872
244 572 636
245 223 847
245 757 491
245 887 98
245 970 296
246 348 412
246 518 45
246 610 581
246 653 218
247 205 347
247 464 462
247 471 601
247 521 609
247 842 711
248 30 407
248 332 155
248 445 919
248 446 8
248 737 -160
249 169 337
249 187 349
249 265 274
249 587 80
249 665 799
249 795 103
249 839 -246
250 76 59
250 176 732
250 487 47
250 564 316
250 689 -423
250 697 467
251 95 115
251 174 264
251 790 99
252 444 915
252 447 394
252 544 50
252 743 -432
252 806 95
253 158 845
253 462 174
253 464 545
253 634 164
253 874 2
253 985 885
254 138 226
254 213 463
255 533 161
255 579 512
255 727 469
255 913 884
256 59 102
256 114 574
256 296 647
256 495 38
256 555 527
256 720 703
256 848 90
256 855 602
257 570 811
257 627 171
258 76 64
258 283 755
258 524 8
258 640 550
258 831 125
259 7 430
259 866 404
259 882 432
260 278 589
260 602 503
260 616 845
260 886 535
261 151 876
261 224 264
261 488 895
261 906 996
261 941 997
262 49 180
262 55 251
262 81 871
262 104 286
262 377 58
262 455 688
262 489 816
262 965 -112
263 503 754
263 700 851
263 723 331
263 760 622
263 823 789
264 36 93
264 310 778
264 439 -65
264 463 711
264 722 288
265 59 361
265 192 990
265 300 137
265 553 404
265 885 775
265 959 593
266 84 138
266 377 -252
266 607 122
266 608 556
266 675 -316
266 727 156
266 753 63
266 861 699
267 66 793
267 117 281
267 169 953
267 609 829
267 662 706
268 219 -199
268 333 124
268 410 84
268 463 64
268 515 937
268 914 642
268 981 538
269 411 136
269 524 309
269 748 461
269 843 46
269 856 -297
269 882 -65
270 51 -386
270 196 902
270 220 746
270 368 954
270 530 986
270 597 652
270 630 968
270 749 810
270 806 15
270 953 583
271 398 915
271 551 602
271 566 461
271 833 622
271 894 833
271 982 159
272 154 248
272 267 842
272 301 716
272 446 787
272 520 924
272 632 -344
272 665 440
272 765 17
272 842 46
273 40 935
273 463 -215
273 499 134
273 706 712
273 734 566
273 889 41
273 970 910
274 41 127
274 446 156
274 476 846
274 573 395
274 682 -388
274 979 396
275 273 215
275 384 576
275 451 51
276 443 279
277 94 14
277 378 609
277 445 6
277 556 478
277 780 -441
278 184 333
278 195 200
278 272 -75
278 904 453
279 157 33
279 328 879
279 415 616
279 541 662
280 254 997
280 338 -231
280 371 803
280 682 831
280 718 852
280 785 509
280 919 440
281 338 681
281 456 660
281 545 880
281 661 898
281 821 345
281 832 173
281 936 327
281 938 378
282 342 149
282 469 598
282 697 965
283 49 920
283 78 545
283 325 854
283 510 680
283 517 679
283 608 542
283 844 -147
284 11 897
284 281 563
284 653 836
285 394 706
285 406 216
285 498 -240
285 827 145
285 835 671
285 941 788
286 265 577
286 557 69
286 702 331
286 779 935
286 856 485
287 132 110
287 144 897
287 449 514
287 697 318
288 88 565
288 276 243
288 405 24
288 491 765
288 690 873
288 873 596
288 938 502
288 990 137
289 131 356
289 260 837
289 445 46
289 476 260
289 538 911
289 663 806
289 722 41
290 132 -373
290 163 251
290 255 366
290 360 41
290 376 911
290 486 -392
290 528 171
290 611 458
290 921 228
291 139 900
291 420 523
291 474 228
291 748 -37
291 850 787
291 886 -167
291 925 751
292 33 26
292 487 -364
292 746 159
292 761 645
293 472 959
293 550 627
294 15 71
294 851 169
295 233 884
295 453 863
295 482 546
295 511 658
295 832 252
296 413 778
296 667 844
296 820 727
297 37 41
297 99 -57
297 208 835
297 314 395
297 352 -327
298 35 705
298 517 292
299 138 510
299 267 94
299 571 -159
299 637 758
299 811 84
300 9 837
300 34 -95
300 197 681
300 485 994
300 534 -172
300 627 939
300 976 58
300 994 981
301 60 80
301 415 101
301 762 -114
301 929 955
301 952 570
302 237 91
303 262 775
303 383 -227
303 399 321
303 657 956
303 769 -414
303 996 598
304 132 489
304 489 985
304 540 847
304 577 277
304 775 398
304 908 857
305 83 596
305 342 901
305 734 733
305 793 140
305 893 126
305 916 497
306 122 331
306 129 638
306 499 339
306 527 405
306 865 17
307 120 499
307 149 620
307 650 625
307 797 -57
307 809 269
308 17 365
308 30 253
308 259 -492
308 590 -473
308 684 831
308 873 188
309 141 716
309 164 154
309 282 733
309 338 661
309 365 902
309 477 946
309 551 129
309 779 60
310 256 367
310 596 903
310 946 234
311 94 589
311 519 680
311 606 746
311 665 821
311 804 65
311 894 329
312 116 3
312 188 929
312 202 622
312 245 831
312 429 825
312 745 52
312 962 788
313 174 877
313 280 391
313 334 318
313 448 637
314 169 67
314 350 295
314 435 173
314 496 350
314 620 428
314 791 103
314 884 737
315 301 72
315 434 836
315 586 -253
315 653 969
315 662 526
316 176 7
316 449 826
316 916 857
317 246 972
317 277 468
317 286 479
317 367 681
317 562 148
317 631 342
317 662 869
317 868 489
318 399 112
318 413 172
319 286 820
319 603 170
319 751 465
319 838 803
320 97 31
320 431 185
320 449 118
321 513 867
322 109 5
322 218 260
322 406 386
322 531 141
322 738 512
322 902 -236
322 936 586
322 972 523
323 114 933
323 316 120
323 379 549
323 422 122
323 523 344
323 604 645
323 636 482
323 871 946
323 943 833
323 970 312
324 45 57
324 54 54
324 228 -325
324 603 904
324 621 673
324 675 244
324 698 715
325 6 781
325 275 334
325 282 958
325 430 542
325 506 -23
325 750 982
325 758 704
326 847 366
326 954 -1
326 958 -488
327 36 266
327 572 921
327 637 232
327 731 -242
327 935 646
327 948 449
328 66 162
328 410 40
328 763 58
328 991 531
329 427 500
329 651 96
329 779 -229
329 900 651
329 931 522
330 189 681
330 296 464
330 602 660
330 619 326
331 90 -219
331 235 44
331 470 934
332 38 369
332 116 656
332 247 536
332 327 454
332 503 779
332 530 327
333 129 -63
333 322 788
333 415 5
333 821 141
333 839 968
333 935 162
334 272 398
334 288 851
334 302 616
334 944 828
334 999 684
335 171 167
335 371 178
335 868 2
336 276 490
336 520 750
336 765 359
337 117 135
337 350 174
337 402 849
337 640 212
337 890 -461
338 11 151
338 111 138
338 152 766
338 179 73
338 307 -497
338 530 949
338 795 386
338 858 -291
338 961 923
338 964 -260
339 146 -9
339 715 436
339 716 80
340 583 618
340 839 804
340 978 356
341 232 423
341 252 -54
341 566 74
341 733 177
341 748 -73
341 828 306
342 27 275
342 815 600
343 26 226
343 309 669
343 463 288
343 512 949
343 963 624
344 123 23
344 208 575
344 558 525
344 677 641
344 964 431
344 978 815
345 133 546
345 170 575
345 444 452
345 518 742
345 648 190
345 958 486
346 237 369
346 393 528
346 484 543
346 684 457
346 729 158
346 984 479
347 204 928
347 379 589
347 380 630
347 770 17
347 956 633
348 91 836
348 385 567
348 537 894
348 564 844
348 781 372
348 800 -353
349 2 930
349 234 -243
349 647 683
349 704 222
349 732 936
349 825 350
349 992 -474
350 59 890
350 255 377
350 505 101
350 531 48
350 685 255
350 741 153
350 966 622
351 933 761
352 69 903
352 167 -286
352 483 723
352 659 86
352 737 640
352 826 210
352 829 810
352 847 296
353 318 667
353 374 86
353 703 169
353 853 979
353 857 674
353 886 359
353 991 488
354 129 261
354 186 14
354 491 523
354 834 219
355 23 836
355 40 566
355 486 882
355 966 776
356 370 944
356 522 586
356 602 719
356 823 230
356 904 502
357 370 906
357 512 329
358 96 23
358 195 703
358 335 580
358 548 749
358 600 734
359 24 767
359 179 338
359 751 988
359 881 844
360 525 804
360 909 571
360 949 37
361 85 -463
361 211 945
361 652 678
361 699 622
361 815 804
361 946 199
362 167 -157
362 253 258
362 979 527
363 75 884
363 84 622
363 101 -408
363 506 393
363 775 -34
363 973 538
364 154 297
364 651 112
364 890 21
364 990 -217
365 78 823
365 175 21
365 284 157
365 292 980
365 483 324
365 546 620
365 652 -382
365 662 411
365 725 550
365 917 707
366 90 634
366 149 886
366 330 416
366 451 65
366 459 117
366 691 351
366 792 775
366 909 926
367 44 122
367 59 220
367 287 479
367 413 383
367 584 207
367 585 33
367 837 815
367 880 441
368 23 180
368 208 845
368 517 21
368 545 -133
368 742 916
368 782 691
368 822 -463
368 994 -57
369 100 659
369 416 622
369 906 283
369 945 841
370 176 -371
370 388 764
370 701 323
370 798 718
371 635 251
371 709 568
371 764 901
372 380 793
372 484 495
372 684 17
373 3 846
373 551 801
373 669 712
373 755 815
374 277 -408
374 611 441
374 684 234
374 818 401
374 920 -195
375 82 798
375 356 683
375 415 351
375 843 598
375 959 447
376 142 976
376 294 -219
376 464 998
376 658 530
376 796 229
376 880 490
376 901 937
376 910 551
377 78 135
377 302 807
377 524 215
377 611 75
377 756 700
377 776 560
377 962 514
378 640 440
378 781 257
378 808 326
378 877 983
378 890 240
378 952 130
378 993 -436
380 417 924
380 955 781
381 88 402
381 184 367
381 269 17
381 560 616
381 564 456
381 688 527
381 750 800
381 892 707
382 86 1
382 934 995
383 406 735
383 456 419
383 691 -359
384 379 251
384 496 24
384 660 571
384 693 468
384 906 609
384 975 35
385 883 -178
385 911 379
386 97 253
386 177 971
386 311 128
386 490 546
386 573 641
386 603 496
387 85 150
387 262 494
387 662 474
387 687 338
387 751 623
387 863 648
388 3 392
388 74 485
388 434 995
388 578 249
388 655 489
388 793 720
388 843 499
388 844 869
389 176 880
389 462 284
389 595 436
389 795 936
390 236 108
390 289 73
390 333 80
390 642 466
390 720 720
390 921 701
391 121 -192
391 150 629
391 163 151
391 354 365
391 405 742
391 625 903
391 632 311
391 904 954
392 763 324
392 824 270
392 852 9
392 938 346
393 120 414
393 184 814
393 826 498
393 854 865
394 88 494
394 380 232
394 488 474
394 649 629
394 667 -308
394 813 634
394 946 462
395 154 257
395 280 834
395 461 -144
395 563 178
395 635 530
395 725 652
396 425 799
396 584 903
397 25 426
397 210 -63
397 360 977
398 21 395
398 629 649
398 824 190
399 771 94
399 942 624
400 69 295
400 896 117
400 958 689
401 15 640
401 275 79
401 357 713
401 495 286
401 593 750
401 607 496
402 9 32
402 121 794
402 167 381
402 713 593
402 895 871
402 914 387
403 19 5
403 135 921
403 170 419
403 540 620
403 616 121
403 724 41
403 983 25
404 70 359
404 401 27
404 651 882
404 874 -379
405 102 606
405 262 943
405 484 308
406 402 20
406 493 529
406 584 951
406 704 86
406 750 510
406 930 693
407 175 314
407 393 377
407 485 798
407 487 -79
407 492 178
407 550 931
407 826 289
407 870 535
407 971 51
408 59 -434
408 344 -64
408 463 225
408 549 17
408 673 328
408 732 992
409 710 100
410 360 79
410 396 223
410 578 185
410 731 144
410 816 231
411 61 191
411 463 794
411 673 837
411 696 666
411 706 177
412 266 367
412 867 772
413 12 102
413 24 933
413 215 597
413 372 -354
413 438 223
413 534 -351
413 557 101
413 899 519
413 904 483
413 919 974
413 952 674
414 47 -67
414 122 -65
414 751 938
415 240 660
415 372 81
415 417 449
415 584 -246
415 633 460
415 682 483
415 774 490
416 1 646
416 156 496
416 339 533
416 389 879
416 649 -25
416 685 675
416 918 644
416 930 981
417 505 744
417 622 809
417 714 977
417 763 299
417 813 326
417 842 884
418 75 -27
418 246 970
418 406 907
418 754 58
418 771 850
418 858 408
419 98 151
419 534 -305
419 601 304
419 628 546
419 656 816
419 940 775
420 47 208
420 431 423
420 810 872
420 868 430
420 884 569
420 908 42
421 68 889
421 630 145
421 656 151
421 677 346
421 905 883
422 151 467
422 646 398
423 210 270
423 507 34
423 644 493
423 706 -39
423 798 461
423 801 285
423 829 307
423 956 137
424 400 119
424 425 508
424 559 1000
424 731 916
424 857 171
424 983 491
425 92 138
425 157 701
425 168 600
425 409 640
425 848 372
425 994 881
426 268 172
426 279 -158
426 458 763
426 609 49
426 731 180
426 848 932
426 858 441
426 919 273
427 282 29
427 353 171
427 393 672
427 416 586
427 509 776
427 700 224
427 751 484
427 872 -327
428 520 923
428 538 465
428 688 516
428 916 -245
429 39 -139
429 297 243
429 796 234
430 3 219
430 18 -353
430 133 -41
430 279 157
430 665 569
430 766 710
430 797 173
430 871 352
430 923 783
430 930 36
430 974 -208
431 12 273
431 443 -270
431 450 80
431 539 147
431 616 -471
431 922 647
431 924 362
432 22 593
432 978 306
432 987 358
433 1 995
433 207 250
433 236 830
433 274 -409
433 921 828
434 176 318
434 526 295
434 528 15
434 573 395
434 791 391
435 270 346
435 471 936
435 657 289
435 774 326
435 954 906
436 249 443
436 340 587
436 530 221
436 731 34
437 24 246
437 213 747
437 506 862
437 570 936
438 38 929
438 310 339
438 448 11
438 559 806
438 714 723
438 781 644
439 43 -479
439 49 473
439 189 263
439 207 -485
439 258 30
439 290 644
439 318 -43
439 674 316
440 148 537
440 622 -19
440 625 752
440 927 51
441 73 475
441 620 547
441 836 995
442 17 795
442 26 760
442 241 322
442 301 492
442 307 425
442 377 -39
442 503 491
442 504 547
442 525 796
442 766 522
443 27 505
443 53 700
443 180 518
443 723 -336
443 811 205
443 819 941
444 202 861
444 394 66
444 524 847
444 530 235
444 544 230
444 613 894
444 657 546
444 740 372
444 791 325
445 14 408
445 53 533
445 79 1
445 81 590
445 155 910
445 191 78
445 437 86
445 532 724
445 610 822
445 666 405
445 758 21
446 122 -192
446 179 896
446 386 874
446 491 8
446 636 918
446 715 418
446 918 61
447 21 95
447 56 -73
447 193 425
447 359 110
447 378 161
447 431 361
447 464 170
447 532 477
447 567 328
447 588 126
447 763 120
447 872 326
448 94 98
448 208 88
448 283 23
448 673 833
448 701 749
448 915 148
448 917 484
449 131 298
449 535 30
450 379 474
450 475 510
450 719 878
450 877 615
450 909 497
451 292 728
451 422 277
451 425 430
451 581 694
451 622 90
451 797 165
452 50 335
452 209 275
452 553 -389
452 592 706
452 618 916
453 76 469
453 444 555
453 456 744
453 548 463
453 873 62
454 122 341
454 480 238
454 665 -115
454 979 374
455 409 677
455 621 27
456 178 602
456 291 824
456 389 -212
456 402 -452
456 640 232
457 121 -354
457 617 164
457 689 856
457 721 194
457 992 572
458 72 163
458 140 807
